obec,url,municipality_kod
Horní Bělá,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119465},558877.0
Dolní Radechová,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574023_138194_PS.pdf},574023.0
Znětínek,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=35279},597139.0
Mosty u Jablunkova,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598453/Texty/598453_zuz02b.pdf},598453.0
Újezd nade Mží,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=102253},566594.0
Jestřebí,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574147_TC.pdf},574147.0
Sedlec,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Brandys_nad_Labem_Stara_Boleslav_213/598283_Sedlec/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/598283_UP_PRV_STAV_04_2022_Sedlec_ORG/Textova_cast_UPSU.pdf},598283.0
Lom,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=41525},536822.0
Krašovice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225997},559083.0
Provodov-Šonov,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574350_136683_TC.pdf},574350.0
Chvalkovice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574112_137205_TC.pdf},574112.0
Mezilesí,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574244_137388_PS.pdf},574244.0
Svémyslice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Brandys_nad_Labem_Stara_Boleslav_213/598305_Sv%E9myslice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/598305_UP_PRV_STAV_02_2022_Svemyslice_ORG/UZ%20UP%20Svemyslice%20po%20Z1%2B2_nabytaUcin_text_2022-06-28.pdf},598305.0
Hamry nad Sázavou,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=44543},595586.0
Bratronice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=27387},537063.0
Hněvnice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225937},530221.0
Hronov,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/574082_133167_TC.pdf},574082.0
Kunčice pod Ondřejníkem,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598356/Texty/598356_zuz03b.pdf},598356.0
Jinolice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/549151_137284_TC_m.pdf},549151.0
Přechovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=35799},536547.0
Butoves,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/549282_138249_PS_TC_m.pdf},549282.0
Heřmanova Huť,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225946},558869.0
Chrášťovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=63474},551155.0
Úhlejov,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573671_138115_PS_TC_m.pdf},573671.0
Dobrovítov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/529559_Dobrov%EDtov/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/529559_UP_PRV_STAV_01_2014_Dobrovitov_ORG/Textov%E1%20%E8%E1st.pdf},529559.0
Sběř,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573451_136962_TC.pdf},573451.0
Nové Dvory,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=35268},587974.0
Konecchlumí,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573051_138186_PS_TC_m.pdf},573051.0
Kaznějov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224138},559008.0
Lukavec u Hořic,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573141_138285_PS_TC_m.pdf},573141.0
Dolní Lomná,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/511951/Texty/511951.pdf},511951.0
Věstín,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=46846},597031.0
Sviadnov,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569631/Texty/569631_zuz05.pdf},569631.0
Blatná,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=62433},550850.0
Sukorady,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/548880_11_TC.pdf},548880.0
Starkoč,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/530875_Starko%E8/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/530875_UP_2019_Starkoc_ORG/UP_Starkoc_text.pdf},530875.0
Bačalky,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/553701_137436_PS.pdf},553701.0
Brodeslavy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=108756},566489.0
Železnice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573825_137408_TC.pdf},573825.0
Staré Smrkovice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573523_138032_PS.pdf},573523.0
Doubravice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=47459},550981.0
Vodranty,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/531014_Vodranty/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/531014_UP_2009_Vodranty_ORG/TEXTY/Navrh.pdf},531014.0
Budišov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=23659},590401.0
Horky,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/531359_Horky/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/531359_UP_2019_Horky_ORG/UP_Horky_textova_cast_GDPR.pdf},531359.0
Slavhostice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572187_136821_TC_m.pdf},572187.0
Ledce,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119560},559148.0
Kozolupy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=226099},559059.0
Nová Paka,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573248_137736_PS.pdf},573248.0
Třanovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/552623/Texty/552623_zuz01.pdf},552623.0
Hoslovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=54324},551104.0
Biskupice-Pulkov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=36720},590312.0
Čechtín,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=36170},590452.0
Nebřehovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=51499},536644.0
Dolní Domaslavice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598101/Texty/598101_zuz02.pdf},598101.0
Jičín,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572659_137688_PS.pdf},572659.0
Naloučany,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=33500},550779.0
Nekmíř,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=111770},559270.0
Římov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=47341},591645.0
Dobříč,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=118425},558770.0
Rovná,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=64971},536865.0
Újezd pod Troskami,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573680_138341_PS_TC_m.pdf},573680.0
Petřvald,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/599085/Texty/599085_zuz02.pdf},599085.0
Bohušice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=33481},550400.0
Dražeň,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119010},578665.0
Lužany,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573159_137588_TC_m.pdf},573159.0
Dědice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=1410},590525.0
Rohy,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=40977},591602.0
Třebnouševes,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573612_138031_PS.pdf},573612.0
Radošovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=64869},551678.0
Čáslav,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/534005_%C8%E1slav/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/534005_UP_2014_Caslav_ORG/%C8%E1slav%20%DAP%20textov%E1%20%E8%E1st.pdf},534005.0
Vysoké Veselí,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573809_138090_PS.pdf},573809.0
Albrechtice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598925/Texty/598925_zuz02.pdf},598925.0
Chotusice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/534102_Chotusice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/534102_UP_2011_Chotusice_ORG/textova%20cast.pdf},534102.0
Kojatín,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=30806},510645.0
Střelské Hoštice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=51083},551791.0
Hořice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572926_138283_PS_TC_m.pdf},572926.0
Kralovice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=113046},559075.0
Horní Bludovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598178/Texty/598178_zuz03.pdf},598178.0
Kovač,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/548944_137193_TC.pdf},548944.0
Domamil,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=43677},590568.0
Přešťovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=60827},551643.0
Bašnice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572667_136909_TC.pdf},572667.0
Vrdy,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/534587_Vrdy/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/534587_UP_2014_Vrdy_ORG/textov%E1%20%E8%E1st-n%E1vrh%20%DAP.pdf},534587.0
Plešnice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119983},559369.0
Zbýšov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/534625_Zb%FD%9Aov/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/534625_UP_2018_Zbysov_ORG/textnavrh.pdf},534625.0
Pernarec,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=117977},559334.0
Nevratice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/549207_136001_TC.pdf},549207.0
Litohoř,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=24350},550507.0
Kněžnice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573043_112540_TC.pdf},573043.0
Nihošovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=48651},551520.0
Dolní Lutyně,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598968/Texty/598968_zuz03.pdf},598968.0
Lázně Bělohrad,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573094_138383_PS_TC_m.pdf},573094.0
Žleby,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Caslav_124/534668_%8Eleby/02_%DAzemn%ED_pl%E1n-zm%ECna/534668_UP_ZM_01_2008_Zleby_ORG/Sken%20textov%E1%20%E8%E1st%20%FA%E8innost%20%DAP.pdf},534668.0
Radkovice u Budče,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=1801},550493.0
Příšov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=227246},567086.0
Milovice u Hořic,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/548863_137568_TC_m.pdf},548863.0
Zašovice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=11462},591963.0
Krašlovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=43626},536806.0
Mikulovice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=45316},591157.0
Petrovičky,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/548871_11_TC.pdf},548871.0
Chýnice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/513431_Ch%FDnice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/513431_UP_PRV_STAV_01_2022_Chynice_ORG/Ch%FDnice%20-%20%DAZ%20%DAP%20po%20ZM%20%E8.%201%20-%200%29%20Textov%E1%20%E8%E1st%202022.pdf},513431.0
Veliš,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573728_138107_PS_TC_m.pdf},573728.0
Doubrava,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/568864/Texty/568864_zuz02.pdf},568864.0
Čižice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=223092},557641.0
Vestec,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/513458_Vestec/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/513458_UP_2018_Vestec_ORG/komplet-%E8istopis-UP-Vestce-text-V%DDROK.pdf},513458.0
Moravské Budějovice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=37926},591181.0
Drahelčice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/531146_Drahel%E8ice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/531146_UP_PRV_STAV_01_2024_Drahel%E8ice_ORG/531146_text.pdf},531146.0
Krejnice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=22622},536954.0
Předslavice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=48876},551635.0
Miletín,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573175_137164_TC_m.pdf},573175.0
Pecka,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573299_137778_PS.pdf},573299.0
Kozlovice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=227909},540200.0
Český Těšín,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/598933/Texty/598933_zuz06.pdf},598933.0
Dřevěnice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573337_137999_PS_TC_m.pdf},573337.0
Chlumčany,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=223443},557781.0
Nová Ves,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=46796},591246.0
Rohoznice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573221_137163_TC_m.pdf},573221.0
Boháňka,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572705_136901_tc_ps.pdf},572705.0
Dnešice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=118195},557668.0
Kváskovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=59600},536750.0
Nučice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/531618_Nu%E8ice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/531618_UP_PRV_STAV_03_2025_Nucice_ORG/01_Textov%E1_%E8%E1st_%DAZ_%DAP_Nu%E8ic_po_Z3_01-2025_final.pdf},531618.0
Vstiš,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=113142},558567.0
Vidochov,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573736_135547_TC.pdf},573736.0
Číchov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=45263},590487.0
Hradiště,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=112061},557749.0
Nimpšov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=27741},591238.0
Mladějov,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573205_137076_TC_m.pdf},573205.0
Sekeřice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572144_132341_TC_m.pdf},572144.0
Srby,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=227168},540676.0
Miloňovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=59969},551414.0
Bukvice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573353_136741_TC.pdf},573353.0
Trnava,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=11307},591840.0
Dobrá Voda u Hořic,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572837_137302_PS_TC.pdf},572837.0
Příštpo,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=13494},544752.0
Chotěbuz,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/555291/Texty/555291.pdf},555291.0
Katovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=60692},551201.0
Všekary,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=107738},566071.0
Holín,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572900_110791_TC.pdf},572900.0
Havířov,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/555088/Texty/555088_zuz06.pdf},555088.0
Šebkovice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=31351},591807.0
Nezdice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224745},542296.0
Chomutice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572969_137172_TC_m.pdf},572969.0
Žlunice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573850_137085_TC_m.pdf},573850.0
Bystřice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/572772_137168_TC_m.pdf},572772.0
Tachlovice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/531821_Tachlovice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/531821_UP_2022_Tachlovice_ORG/UP_Tachlovice_Text.pdf},531821.0
Chelčice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=43233},551139.0
Horní Újezd,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=35290},590649.0
Úbislavice,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/573655_137416_PS_TC.pdf},573655.0
Holýšov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224085},553654.0
Červený Újezd,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/532215_%C8erven%FD_%DAjezd/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532215_UP_2022_Cerveny_Ujezd_ORG/04_A_Textov%E1_%E8%E1st_%DAP_%C8erven%E9ho_%DAjezdu_06-2022.pdf},532215.0
Jasenice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=17829},590762.0
Ptice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/532789_Ptice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532789_UP_PRV_STAV_01_2022_Ptice_ORG/Ptice%20-%20%DAZ%20%DAP%20po%20ZM%20%E8.%201%20-%200%29%20Textov%E1%20%E8%E1st%20%202022.pdf},532789.0
Rokytňany,{https://up.kr-kralovehradecky.cz/upd/_mapy/upd/html/vyhlasky/548898_138200_TC_m.pdf},548898.0
Libětice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=42289},536831.0
Výčapy,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=30274},591939.0
Žákava,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224458},530182.0
Úhonice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Cernosice_230/532991_%DAhonice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532991_UP_PRV_STAV_02_2018_Uhonice_ORG/01%20%DAPS%DA%20%DAhonice%20-%FApln%E9%20zn%ECn%ED%20po%20zm%ECn%EC%20%E8.2-Vyhl%E1%9Aka.pdf},532991.0
