obec,url,municipality_kod
Ježovy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=120194},541753.0
Cerekvička-Rosice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4235},586986.0
Číhaň,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=122568},542024.0
Lhota,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/513041_Lhota/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/513041_UP_2014_Lhota_ORG/9.%20V%FDrok%20-%20textov%E1%20%E8%E1st.pdf},513041.0
Zbilidy,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=25607},588211.0
Malé Přítočno,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/513113_Mal%E9_P%F8%EDto%E8no/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/513113_UP_2016_Male_Pritocno_ORG/160502-up-oduvodneni-textova-cast-male-pritocno.pdf},513113.0
Bílý Kámen,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=19050},586889.0
Dolany,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/513130_Dolany/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/513130_UP_PRV_STAV_02_2023_Dolany_ORG/DOL-UZUP-po-Z1%2BZ2_UP-text-vydani.pdf},513130.0
Lhotka u Litultovic,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/553115/Texty/553115.pdf},553115.0
Krahulčí,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3189},587435.0
Mokré Lazce,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/508373/Texty/508373_zuz02.pdf},508373.0
Chudenice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119490},556378.0
Bítovčice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=28023},586897.0
Skály,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=63517},549851.0
Boršov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=39877},586927.0
Kladno,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532053_Kladno/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532053_UP_PRV_STAV_1_B_1_C_2018_Kladno_ORG/%DAP%20Kladno_text%20%E8%E1st_%FAln%E9_zn%ECn%ED_po_zm%ECn%E1ch_%E8_1B_a_1C.pdf},532053.0
Červené Poříčí,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=110868},542172.0
Hlavňovice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225635},556203.0
Brandýsek,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532118_Brand%FDsek/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532118_UP_2012_Brandysek_ORG/01_UP_Brandysek_text.pdf},532118.0
Milevsko,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=60856},549576.0
Kozmice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/547182/Texty/547182_zuz01.pdf},547182.0
Mirotice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=65376},549584.0
Braškov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532126_Bra%9Akov/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532126_UP_PRV_STAV_03_2024_Braskov_ORG/Bra%9Akov%20-%20%DAP%20%DAZ%20po%20ZM%20%E8.%203%20-%200%29%20Textov%E1%20%E8%E1st%20%202024_OOP.pdf},532126.0
Arnolec,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4091},586854.0
Otice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/509612/Texty/509612.pdf},509612.0
Větřkovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/570036/Texty/570036.pdf},570036.0
Klatovec,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3157},587371.0
Ústí,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=5018},588075.0
Budišov nad Budišovkou,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/506460/Texty/506460_zuz01.pdf},506460.0
Myslív,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=114121},556734.0
Čížov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4242},587117.0
Ostrovec,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=55736},549711.0
Bratronice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532142_Bratronice/02_%DAzemn%ED_pl%E1n-zm%ECna/532142_UP_ZM_01_2024_Bratronice_ORG/532142_text.pdf},532142.0
Kněžice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=42937},590843.0
Hať,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/568210/Texty/568210_zuz01.pdf},568210.0
Nýrsko,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225541},556831.0
Buštěhrad,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532169_Bu%9At%EChrad/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532169_UP_PRV_STAV_01_2024_Bustehrad_ORG/01_0_Textov%E1_%E8%E1st_%DAZ_%DAP_Bu%9At%EChradu_po_Z1_06-2024.pdf},532169.0
Oslov,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=53947},549703.0
Vanov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=40496},588083.0
Horosedly,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=64127},561525.0
Jamné,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=45447},587249.0
Hlučín,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507016/Texty/507016_zuz03.pdf},507016.0
Křenice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=104815},556505.0
Litultovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507920/Texty/507920_zuz01.pdf},507920.0
Kejnice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=223141},541826.0
Rùžená,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=44181},587818.0
Česká Kubice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=227674},553549.0
Paseky,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=56224},562254.0
Mirovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=62125},549592.0
Píšť,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/509647/Texty/509647_zuz01.pdf},509647.0
Kostelní Myslová,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3180},587419.0
Hostětice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=33863},587192.0
Srby,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=223471},554278.0
Jakartovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507377/Texty/507377_zuz01.pdf},507377.0
Jetětice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=50321},549479.0
Družec,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532274_Dru%9Eec/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532274_UP_PRV_STAV_03_2024_Druzec_ORG/01_A_Textov%E1_%E8%E1st_%DAZ_%DAP_Dru%9Eec_po_Z3_03-2024.pdf},532274.0
Dřetovice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532282_D%F8etovice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532282_UP_PRV_STAV_03_2023_Dretovice_ORG/text%20v%FDroku-%FApln%E9%20zn%ECn%ED%20po%20zm3.pdf},532282.0
Milíčov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4600},587524.0
Dobroslavice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569895/Texty/569895.pdf},569895.0
Domažlice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=122621},553425.0
Řídelov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3327},587851.0
Záhoří,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=54403},550027.0
Vřesina,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/568244/Texty/568244.pdf},568244.0
Stěbořice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/510343/Texty/510343_zuz02.pdf},510343.0
Brzkov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=31321},586951.0
Bělá nad Radbuzou,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224986},553441.0
Vráž,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=55417},549991.0
Hostouň,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532347_Hostou%F2/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532347_UP_PRV_STAV_04_2022_Hostoun_ORG/Hostoun%20srovn%E1vac%ED%20text%20Z4%20%E8istopis.pdf},532347.0
Mrákov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=122861},553981.0
Zadní Vydří,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=33771},587231.0
Vlastec,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=61574},598844.0
Holasovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507113/Texty/507113.pdf},507113.0
Raduň,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/509841/Texty/509841_zuz02.pdf},509841.0
Trhanov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=123016},554359.0
Heřmaň,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=27801},549398.0
Panské Dubenky,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3284},587672.0
Branka u Opavy,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/554197/Texty/554197.pdf},554197.0
Hřebeč,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532371_H%F8ebe%E8/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532371_UP_2023_Hrebec_ORG/H%F8ebe%E8_Text_UP.pdf},532371.0
Minice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=19987},562149.0
Dvorce,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=34644},506729.0
Třebom,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569101/Texty/569101.pdf},569101.0
Chodská Lhota,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=122666},553743.0
Střítež,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=40936},587958.0
Kačice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532444_Ka%E8ice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532444_UP_PRV_STAV_03_2024_Kacice_ORG/532444_text.pdf},532444.0
Cerhonice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=51047},549321.0
Bělá,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/512974/Texty/512974.pdf},512974.0
Háj ve Slezsku,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/506753/Texty/506753_zuz01.pdf},506753.0
Kaliště,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=37308},587338.0
Zvíkovské Podhradí,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=62864},562165.0
Milavče,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=107592},553948.0
Hlubočec,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/568368/Texty/568368_zuz01.pdf},568368.0
Libušín,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532576_Libu%9A%EDn/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532576_UP_PRV_STAV_02_2022_Libusin_ORG/%DAP_Libu%9A%EDn_%DAZpoZ2_text.pdf},532576.0
Kostelec,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=13440},587401.0
Dobronín,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=47480},587028.0
Staňkov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225658},554294.0
Závada,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/553492/Texty/553492.pdf},553492.0
Hradec nad Moravicí,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507270/Texty/507270_zuz02.pdf},507270.0
Ždánov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224949},554472.0
Lidice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532584_Lidice/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532584_UP_PRV_STAV_01_2021_Lidice_ORG/01_Textov%E1_%E8%E1st_%DAZ_%DAP_Lidic_po_Z1_07-2021.pdf},532584.0
Stehlovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=42944},529885.0
Mutěnín,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224700},553999.0
Pelechy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119982},566373.0
Vílanec,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=39024},588156.0
Makotřasy,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532622_Makot%F8asy/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532622_UP_2017_Makotrasy_ORG/MA_UP_Textova_cast.pdf},532622.0
Čížová,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=61073},549347.0
Kout na Šumavě,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225313},553824.0
Čermná ve Slezsku,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569950/Texty/569950.pdf},569950.0
Pavlov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532711_Pavlov/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532711_UP_2023_Pavlov_ORG/UP_Pavlov_textova_cast_vyrok.pdf},532711.0
Chvalíkovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569909/Texty/569909.pdf},569909.0
Služovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/510297/Texty/510297.pdf},510297.0
Volevčice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=40372},588164.0
Mezholezy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=107390},553921.0
Pchery,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532720_Pchery/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532720_UP_PRV_STAV_01_2018_Pchery_ORG/Pchery_Z1_Text_UZ.pdf},532720.0
Nadějov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=47757},587575.0
Kravaře,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/507580/Texty/507580_zuz03.pdf},507580.0
Únějovice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=226533},554391.0
Borovany,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=36094},598780.0
Dušejov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4312},587095.0
Vlksice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=54225},598852.0
Jihlava,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=46205},586846.0
Puclice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=226219},554154.0
Pletený Újezd,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532738_Pleten%FD_%DAjezd/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532738_UP_2010_Pleteny_Ujezd_ORG/A_textova_cast.pdf},532738.0
Dolní Benešov,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/506702/Texty/506702_zuz01.pdf},506702.0
Sepekov,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=11456},549843.0
Stehelčeves,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532851_Stehel%E8eves/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532851_UP_PRV_STAV_02_2018_Stehelceves_ORG/01_Stehel%E8eves_%DAZ_%DAP_po_Z2_Textov%E1_%E8%E1st_11-2018.pdf},532851.0
Hlohovčice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=224543},566641.0
Jickovice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=53174},562084.0
Nový Kramolín,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=119944},554057.0
Vršovice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/511161/Texty/511161_zuz02.pdf},511161.0
Květov,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=56200},598801.0
Stochov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532860_Stochov/02_%DAzemn%ED_pl%E1n-zm%ECna/532860_UP_ZM_01_2018_Stochov_ORG/Text_v%FDrokov%E1%20%E8%E1st%20Z%20UP.pdf},532860.0
Nevolice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=223662},554031.0
Zběšičky,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=57482},550043.0
Svinařov,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532908_Svina%F8ov/01_%DAzemn%ED_pl%E1n/01_ORIGIN%C1LY/532908_UP_2025_Svinarov_ORG/532908_text.pdf},532908.0
Poděvousy,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=120005},566365.0
Veselíčko,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=62232},549975.0
Brtnice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=4173},586943.0
Němčice,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=225103},599166.0
Horní Lhota,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/569500/Texty/569500.pdf},569500.0
Olbramice,{https://geoportal.msk.cz/Public/UzemniPlanyObci/PrehledUP/Dokumenty/554049/Texty/554049_zuz04.pdf},554049.0
Třebichovice,{https://gis.kr-stredocesky.cz/docs/reg/%DAZEMN%CD%20PL%C1NOV%C1N%CD%20NA%20%DAROVNI%20OBCE/Kladno_78/532959_T%F8ebichovice/02_%DAzemn%ED_pl%E1n-zm%ECna/532959_UP_ZM_05_2018_Trebichovice_ORG/1_Trebich_Zmena5_Text_Fin.pdf},532959.0
Bernartice,{https://twist-gp.kraj-jihocesky.gov.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=58116},549266.0
Libkov,{https://geoportal.plzensky-kraj.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=118583},553859.0
Urbanov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=3439},588067.0
Jindřichovice,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=27340},587303.0
Malý Beranov,{https://gispbox.kr-vysocina.cz/ost/filebox/ug_file.php?upload_modul=table&_set_sess_cache_limit_=1&FILE_ID=19001},587486.0
